5	3691
64	753
48	544
80	707
24	265
64	479
9	520
9	3790
9	342
1	430
8	3868
5	274
17	408
1	290
8	259
4	98
1	97
8	157
4	91
1	122
8	122
5	103
1	93
8	156
5	92
1	103
8	126
5	104
20	94
3	216
1	127
8	168
5	85
3	120
20	184
48	184
48	271
9	141
12	147
9	157
12	385
1	302
8	369
4	346
1	171
8	350
4	178
64	679
64	414
88	478
10	309
1	98
8	181
4	95
1	127
8	130
6	100
1	100
8	144
4	101
20	86
18	91
18	92
36	114
32	128
1	307
8	371
35	531
36	181
1	403
8	138
4	117
1	90
8	139
4	101
1	91
8	222
4	95
1	86
8	140
4	95
20	156
12	113
24	144
15	102
20	125
12	143
24	141
15	90
20	91
20	109
1	129
8	142
16	108
32	104
29	110
1	119
8	125
4	108
1	83
8	138
4	93
20	88
1	151
8	141
16	110
32	109
18	114
20	74
1	132
8	153
16	115
17	116
20	86
1	113
8	125
16	113
20	85
20	129
18	99
18	86
36	131
32	108
32	109
64	140
49	102
1	100
8	150
5	97
1	101
8	177
5	93
1	118
8	144
5	90
1	89
8	137
5	102
1	91
8	140
5	93
1	152
8	125
5	93
1	91
8	110
5	92
1	96
8	121
5	98
1	92
8	128
5	97
1	116
8	134
5	101
1	86
8	159
5	104
1	89
8	114
5	86
1	99
8	108
5	107
1	103
8	111
5	100
1	90
8	115
5	92
1	101
8	130
5	92
1	91
8	120
5	100
1	98
8	131
5	100
1	92
8	140
5	100
1	105
8	135
5	107
1	98
8	122
5	95
1	93
8	128
5	86
1	89
8	126
5	92
11	91
3	156
11	73
2	121
18	97
11	121
11	118
11	661
11	394
64	498
200	888
72	503
64	661
20	668
1	481
8	537
4	208
1	199
8	383
6	277
1	190
8	1749
5	252
1	206
8	595
5	197
1	187
8	220
5	176
1	619
8	351
5	234
1	200
8	367
5	111
1	101
8	340
5	137
1	73
8	241
5	213
1	134
8	197
5	157
1	168
8	223
5	178
1	217
8	881
5	447
1	152
8	312
5	170
1	102
8	145
5	83
1	153
8	225
6	100
1	87
8	133
5	99
1	80
8	341
5	111
1	86
8	251
5	141
1	141
8	247
5	195
1	213
8	268
5	182
11	123
3	391
11	244
11	199
64	611
64	424
64	456
64	534
832	1270
64	730
64	371
64	325
32	371
48	469
96	898
768	2437
1104	2172
11600	550
1120	1069
40	757
32	519
40	324
24	375
32	404
24	294
32	586
200	1216
200	1177
24	4715
32	9065
24	3141
32	4692
14	702
14	225
14	1351
14	355
365	656
6	437
5	343
128	516
3	165
1	164
200	481
32	173
304	648
32	205
304	403
304	329
304	335
304	342
64	275
304	253
304	353
304	356
304	317
128	243
304	287
304	332
304	321
304	337
304	344
304	343
304	391
304	317
256	442
304	289
304	319
304	320
304	318
304	291
304	372
304	321
304	319
304	309
304	317
304	319
304	303
304	352
200	171
200	168
24	434
24	1092
32	447
14	178
14	177
14	128
14	113
365	668
8	476
8	316
8	299
10	232
9	146
9	391
128	914
128	240
5	144
192	646
4	271
2	966
128	586
3	365
11	245
200	640
304	1200
304	645
304	411
512	357
304	382
304	514
304	453
304	452
304	356
304	464
304	539
304	603
304	1855
304	1131
304	719
304	646
304	456
304	2548
304	666
304	619
304	495
304	465
304	485
304	1408
304	800
304	744
304	746
304	636
304	621
304	1248
304	755
200	832
200	517
24	538
64	791
24	957
32	440
14	167
14	104
14	111
14	124
365	214
4	242
4	123
4	119
10	124
9	124
9	185
128	760
128	332
6	2841
2	660
128	476
5	800
3	298
11	304
200	1497
304	2563
304	1933
304	1051
304	1628
304	623
1024	2398
304	421
304	856
304	1364
304	495
304	1563
304	1505
304	7869
304	3315
304	2566
304	2980
304	3016
304	1459
304	1999
304	10412
304	3359
304	6295
304	2706
304	2085
304	794
304	790
304	3041
304	662
304	1064
304	834
304	1371
88	1227
32	2276
88	700
88	337
368	1062
80	688
32	521
80	206
80	115
80	111
80	117
64	714
80	90
80	633
80	245
80	130
128	746
80	94
80	1252
80	315
80	169
80	99
80	223
80	1413
80	717
256	2402
80	791
80	220
80	461
80	1202
80	882
80	373
80	460
80	129
80	121
80	96
80	97
80	100
80	117
80	96
80	91
80	2607
512	3677
80	523
80	527
80	244
80	389
80	774
80	3120
80	1528
80	1027
80	850
80	2760
80	448
80	341
80	357
80	372
80	252
80	666
80	387
80	549
80	189
80	850
80	3139
80	3381
80	1191
80	1345
80	378
80	1541
80	448
80	784
80	696
80	299
80	444
80	1138
1024	1753
80	515
80	611
80	265
80	203
80	179
80	253
80	164
80	256
80	591
80	879
80	409
80	230
80	288
80	191
80	156
80	244
80	250
80	209
80	230
80	279
80	268
80	257
80	289
80	269
80	265
80	365
80	183
80	287
80	198
80	187
80	247
80	726
80	186
80	286
80	248
80	296
80	508
80	246
80	201
80	1690
80	2135
80	1048
80	433
80	157
80	173
80	853
80	525
80	284
80	181
80	322
80	161
80	180
80	218
80	180
80	188
80	450
80	200
80	202
80	191
80	391
80	249
80	187
80	581
80	209
2048	1380
80	201
80	192
80	200
80	169
80	288
80	198
80	176
80	162
80	220
80	206
80	159
80	138
80	503
80	256
80	168
80	179
80	193
80	233
80	182
80	286
80	210
80	141
80	121
80	121
80	231
80	214
80	198
80	248
80	186
80	280
80	270
80	267
80	228
80	150
80	176
80	153
80	180
80	344
80	292
80	212
80	195
80	241
80	170
80	207
80	230
80	197
80	214
80	177
80	290
80	199
80	272
80	237
80	322
80	362
80	220
80	204
80	825
80	248
80	301
80	171
80	245
80	148
80	135
80	386
80	178
80	167
80	163
80	162
80	160
80	156
80	143
80	150
80	142
80	209
80	236
80	143
80	134
80	154
80	166
80	175
80	161
80	166
80	221
80	152
80	260
80	170
80	155
80	198
80	157
80	177
80	146
80	157
80	156
80	151
80	150
80	208
80	160
80	152
80	150
80	169
80	159
80	152
80	153
80	158
80	150
80	218
80	166
80	207
80	164
80	166
80	154
80	203
80	193
80	207
80	195
80	166
80	236
80	181
80	170
80	163
80	169
80	177
80	168
80	141
80	223
80	407
80	207
80	378
4096	1317
80	238
80	210
80	162
80	139
80	187
80	271
80	170
80	148
80	163
80	282
80	223
80	375
80	156
80	142
80	170
80	197
80	165
80	159
80	264
80	220
80	205
80	169
80	154
80	345
80	177
80	168
80	139
80	145
80	199
80	146
80	156
80	225
80	203
80	162
80	180
80	183
80	169
80	178
80	185
80	164
80	177
80	253
80	318
80	196
80	323
80	190
80	159
80	94
80	103
80	119
80	99
80	103
80	163
80	156
80	228
80	196
80	266
80	155
80	104
80	98
80	88
80	90
80	93
80	128
80	108
80	117
80	107
80	102
80	6797
80	142
80	105
80	102
80	101
80	162
80	124
80	103
80	100
80	90
80	96
80	101
80	111
80	99
80	114
80	110
80	142
80	127
80	105
80	91
80	109
80	108
80	108
80	100
80	98
80	112
80	100
80	154
80	126
80	100
80	111
80	90
80	97
80	113
80	101
80	110
80	122
80	144
80	121
80	100
80	108
80	88
80	104
80	105
80	115
80	104
80	120
80	99
80	136
80	116
80	116
80	99
80	124
80	95
80	100
80	121
80	93
80	98
80	106
80	139
80	118
80	92
80	105
80	107
80	105
80	127
80	112
80	110
80	109
80	146
80	121
80	95
80	109
80	116
80	107
80	91
80	95
80	110
80	97
80	108
80	157
80	123
80	98
80	96
80	123
80	93
80	107
80	97
80	97
80	112
80	103
80	134
80	125
80	100
80	93
80	446
80	340
80	239
80	286
80	166
80	278
80	348
80	420
80	240
80	181
80	151
80	306
80	259
80	187
80	165
80	283
80	163
80	403
80	340
80	216
80	295
80	280
80	178
80	162
80	268
80	238
80	507
80	161
80	727
80	332
80	215
80	416
80	287
80	161
80	164
80	258
80	298
80	404
80	358
80	357
80	226
80	146
80	179
80	138
80	131
80	141
80	129
80	133
80	134
80	218
80	150
80	246
80	135
80	139
80	123
80	125
80	113
80	122
80	127
80	152
80	196
80	185
80	143
80	161
80	172
80	168
80	162
80	178
80	166
80	166
80	295
80	169
80	168
80	251
80	232
80	165
80	167
80	154
80	140
80	140
80	132
80	212
80	158
80	131
80	141
80	168
80	129
80	434
80	137
80	145
80	137
80	121
80	174
8192	1277
80	148
80	170
80	122
80	139
80	139
80	122
80	259
80	282
80	202
80	2596
80	1019
80	599
80	328
80	1038
80	254
80	274
80	815
80	350
80	188
80	150
80	305
80	230
80	274
80	1618
80	11606
80	403
80	187
80	230
80	306
80	328
80	336
80	401
80	240
80	343
80	223
80	210
80	213
80	242
80	268
80	460
80	185
80	405
80	231
80	834
80	898
80	579
80	270
80	236
80	244
80	164
80	233
80	256
80	1759
80	1185
80	1300
80	314
80	310
80	337
80	413
80	164
80	151
80	203
80	3133
80	5404
80	960
80	694
80	745
80	425
80	848
80	405
80	613
80	397
80	453
80	1055
80	1062
80	154
80	310
80	350
80	438
80	1370
80	700
80	736
80	894
80	1707
80	2089
80	1459
80	890
80	1050
80	635
80	1326
80	305
80	295
80	263
80	639
80	134
80	547
80	311
80	563
80	197
80	434
80	158
80	191
80	415
80	412
80	309
80	924
80	867
80	380
80	160
80	353
80	341
80	241
80	194
80	244
80	259
80	225
80	711
80	466
80	489
80	493
80	329
80	716
80	281
80	191
80	298
80	183
80	210
80	769
80	661
80	275
80	415
80	227
80	355
80	280
80	372
80	664
80	379
80	4277
80	3960
80	300
80	1064
80	239
80	669
80	1130
80	2781
80	1122
80	483
80	4121
80	2978
80	1010
80	154
80	170
80	245
80	169
80	164
80	278
80	167
80	158
80	761
80	3821
80	592
80	149
80	254
80	146
80	442
80	438
80	151
80	155
80	138
80	2081
80	338
80	360
80	216
80	377
80	454
80	246
80	174
80	137
80	2215
80	605
80	1611
80	281
80	236
80	154
80	177
80	175
80	139
80	171
80	182
80	169
80	142
80	219
80	186
80	170
80	166
80	247
80	379
80	172
80	141
80	193
80	162
80	203
80	165
80	141
80	140
80	151
80	211
80	156
80	163
80	148
80	149
80	255
80	244
80	180
80	179
80	146
80	155
80	144
80	155
80	165
80	153
80	169
80	148
80	225
80	168
80	163
80	157
80	155
80	237
80	187
80	173
80	171
80	215
80	273
80	179
80	158
80	200
80	206
80	145
80	160
80	155
80	151
80	155
80	178
80	225
80	240
80	195
80	148
80	150
80	202
80	151
80	148
80	156
80	244
80	148
80	258
80	177
80	164
80	136
80	160
80	344
80	165
80	160
80	163
80	204
80	376
80	188
80	218
80	480
80	186
80	195
80	463
80	176
80	205
80	386
80	240
80	335
80	199
80	195
80	283
80	241
80	181
80	10874
80	244
80	226
80	304
80	246
80	373
80	968
80	1306
80	452
80	603
80	531
80	287
80	291
80	287
80	12878
80	353
80	253
80	154
80	232
80	216
80	268
80	231
80	191
80	154
80	179
80	349
80	409
80	296
80	196
80	192
80	266
80	217
80	251
80	167
80	191
80	196
80	189
80	342
80	262
80	321
80	1425
80	180
80	257
80	175
80	270
80	166
80	941
80	451
80	240
80	448
80	373
80	1003
80	641
80	239
80	399
80	236
80	236
80	239
80	488
80	218
80	166
80	1097
80	376
80	273
80	235
80	219
80	226
80	170
80	287
80	517
80	141
80	93
80	112
80	100
80	115
80	104
80	106
80	103
80	108
80	172
80	120
80	110
80	320
80	169
80	150
80	151
80	342
80	154
80	205
80	190
80	254
80	224
80	225
80	152
80	198
80	221
80	151
80	193
80	221
80	386
80	256
80	485
